"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"E2E: qty=1 -> запомнить P и Total. '+' -> qty=2 И Total=P*2. '-' -> qty=1 И Total=P.","18715","1. AJAX-пересчёт итоговой суммы при изменении количества товара","","2026-09-20","passed","2026-09-20","","Корзина: пересчёт суммы","com.automation.tests.CartPriceTest","testCartTotalRecalculatesOnQuantityChange"
"Негативный E2E-сценарий:
1. Открыть главную страницу vodovoz.ru
2. Нажать кнопку «Войти» в шапке сайта
3. Дождаться открытия модального окна авторизации
4. Переключиться на вход по Email
5. Ввести некорректный email: test_qa_auto@example.com
6. Ввести неверный пароль: WrongPass123!
7. Принять условия обработки персональных данных
8. Нажать кнопку «Войти»
9. Проверить, что отображается сообщение об ошибке авторизации
","28618","Вход с неверным Email → проверка сообщения об ошибке","","2026-09-20","passed","2026-09-20","","Авторизация по Email","com.automation.tests.LoginByEmailTest","testLoginWithInvalidEmailShowsError"
"Поиск товара -> переход в карточку по ссылке -> сверка H1, цены и блока деталей","14081","Проверка ключевых атрибутов карточки: название, цена, характеристики","","2026-09-20","passed","2026-09-20","","Карточка товара (PDP)","com.automation.tests.ProductCardTest","testProductCardDisplaysCoreInfo"
"E2E-сценарий (параметризован по поисковому запросу):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска переданный query
3. Дождаться результатов (не менее 1 товара)
4. Запомнить название первого товара
5. Нажать кнопку «В корзину» первого товара
6. Убедиться что счётчик корзины в шапке стал > 0
7. Открыть страницу корзины /basket/
8. Проверить, что корзина не пуста
9. Проверить, что добавленный товар присутствует в корзине
","19587","E2E: Поиск → В корзину → Корзина содержит товар E2E корзина: товар по запросу 'вода питьевая'","","2026-09-20","passed","2026-09-20","","E2E: Поиск → Корзина","com.automation.tests.AddToCartTest","testSearchAndAddToCart"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","14604","Параметризованный поиск по различным запросам Прогон 2: Поиск по запросу 'кулер', ожидаем не менее 1 товаров","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: кулер
3. Нажать кнопку поиска
4. Проверить, что открылась страница каталога (/catalog/)
5. Проверить, что URL содержит параметр поиска q=
6. Проверить, что найден хотя бы 1 товар
","15922","Поиск 'кулер' возвращает страницу каталога с результатами","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForCoolerReturnsResults"
"Сценарий (негативный):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска заведомо бессмысленный запрос
   (значение берётся из config.properties: search.query.garbage)
3. Дождаться загрузки страницы результатов
4. Проверить: URL содержит поисковой запрос (q=)
5. Проверить: страница не упала с ошибкой 500/404 —
   блок .catalog-items видим (сайт показывает рекомендации)
","13519","Поиск бессмысленного запроса не вызывает ошибку страницы","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testGarbageQueryShowsEmptyOrRecommendations"
"Шаги:
1. Открыть раздел «Питьевая вода 19 литров»
2. Перейти по URL подраздела «В многоразовой таре»
3. Проверить что URL содержит слаг подраздела
4. Проверить что chip-кнопки видимы (навигация присутствует)
5. Проверить что список товаров не пуст
","8712","Chip-фильтр 'В многоразовой таре': URL обновился, товары видны","","2026-09-20","passed","2026-09-20","","Фильтрация товаров в каталоге","com.automation.tests.CatalogFiltersTest","testReusableTareFilter"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Запомнить итоговую сумму до изменения
3. Нажать '+' для увеличения количества
4. Проверить что товаров стало 2
","21078","1. Увеличение количества товара через кнопку '+'","","2026-09-20","passed","2026-09-20","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testIncreaseQuantityUpdatesTotal"
"Шаги:
1. Открыть раздел «Питьевая вода 19 литров»
2. Перейти по URL подраздела «В одноразовой таре»
3. Проверить что URL содержит слаг подраздела
4. Проверить что chip-кнопки видимы на новой странице
5. Проверить что список товаров не пуст
","8697","Chip-фильтр 'В одноразовой таре': URL обновился, товары видны","","2026-09-20","passed","2026-09-20","","Фильтрация товаров в каталоге","com.automation.tests.CatalogFiltersTest","testSingleUseTareFilter"
